score_etoiles,score_dc,titre,entreprise,metier_norm,secteur_norm,niveau_norm,lieu,contrat,date_pub,date_limite,salaire,source,url,niveau_source,secteur_source,first_seen,last_seen,statut,raison_archive
★★☆☆☆,2,Stagiaire - Departement Achat,Roche,Achats & Procurement,Logistique & Achats,Stage,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/stagiaire-departement-achat-at-roche-4429144844?position=5&pageNum=27&refId=uzR1K8Ne8kntgVWUJ2s9fA%3D%3D&trackingId=JEjoqd4vYiiMlUjwwyYksQ%3D%3D,Entry level,"Pharmaceutical Manufacturing, Biotechnology Research, and Medical Equipment Manufacturing",2026-06-22,2026-06-22,archive,retirée de la source
★★★★★,5,"Sr. Consultant, Sales Engineering",Visa,Commercial & Vente,Ingénierie & Industrie,Senior,"Le Plateau, Abidjan, Côte d'Ivoire",Full-time,2026-06-20,,,LinkedIn,https://ci.linkedin.com/jobs/view/sr-consultant-sales-engineering-at-visa-4411601303?position=3&pageNum=37&refId=xzl88NPlCHU5AacW1GIUEQ%3D%3D&trackingId=El47qoGbP654STcyTO6iXw%3D%3D,Mid-Senior level,IT Services and IT Consulting,2026-06-19,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Spécialiste Bilingue (Français/Anglais) du Support Client — Voix et Chat,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/sp%C3%A9cialiste-bilingue-fran%C3%A7ais-anglais-du-support-client-%E2%80%94-voix-et-chat-at-talentpop-app-4427332023?position=8&pageNum=15&refId=tyLl4Zr2OUeG3d01QOstWQ%3D%3D&trackingId=J9X30Mk23YuLMGxzAWKpxQ%3D%3D,Entry level,IT Services and IT Consulting,2026-06-22,2026-06-22,archive,retirée de la source
★★★☆☆,3,Servicemonteure Bergwerkstechnik / Mechaniker / Mechatroniker (m/w/d),NORDMEYER TECHNOLOGIES GmbH,Autres métiers,Autres / Généraliste,Confirmé,"Village des Technologies de l’Information et de la Biotechnologie (VITIB), Comoé, Côte d'Ivoire",Full-time,2026-05-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/servicemonteure-bergwerkstechnik-mechaniker-mechatroniker-m-w-d-at-nordmeyer-technologies-gmbh-4419020941?position=8&pageNum=7&refId=UpCpZEVbQ8BPsnYxtwg8Hg%3D%3D&trackingId=6N9c%2F3%2B3YYtn1kwQ3OapQg%3D%3D,Not Applicable,Machinery Manufacturing,2026-06-22,2026-06-22,archive,retirée de la source
★★★★★,5,Service Sales & Marketing Specialist,Hitachi Energy,Marketing & Growth,Marketing & Communication,Senior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/service-sales-marketing-specialist-at-hitachi-energy-4427920104?position=7&pageNum=25&refId=fG%2BoHAdYwVV9P%2FZJpiY%2FGw%3D%3D&trackingId=xHtPqrpuicgnT0IYlww2pw%3D%3D,Mid-Senior level,"Appliances, Electrical, and Electronics Manufacturing and IT Services and IT Consulting",2026-06-19,2026-06-22,archive,retirée de la source
★★★★☆,4,Service Consultant: Fixed Term Contract - Port Elizabeth,Discovery Limited,"Conseil, Expertise & Stratégie",Finance & Banque,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Contract,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/service-consultant-fixed-term-contract-port-elizabeth-at-discovery-limited-4425777027?position=6&pageNum=32&refId=fRfdywfqQGdnlqJfTCYZ0A%3D%3D&trackingId=7%2BYNhBTLkn28uFRBJ30%2FxQ%3D%3D,Associate,Financial Services,2026-06-19,2026-06-22,archive,retirée de la source
★★★★☆,4,Senior Training and Capacity Development Expert,NTU International A/S,"Conseil, Expertise & Stratégie",Autres / Généraliste,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-training-and-capacity-development-expert-at-ntu-international-a-s-4429540936?position=4&pageNum=32&refId=fRfdywfqQGdnlqJfTCYZ0A%3D%3D&trackingId=%2FgPr1GQa910KlR0amBwfQg%3D%3D,Mid-Senior level,International Affairs,2026-06-19,2026-06-22,archive,retirée de la source
★★★★★,5,Senior Mine Planning Engineer,Endeavour Mining,Ingénierie & Technique,Ingénierie & Industrie,Senior,"Zouan-Hounien, Montagnes, Côte d'Ivoire",Full-time,2026-05-26,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-mine-planning-engineer-at-endeavour-mining-4416818497?position=5&pageNum=42&refId=sPLUwGGN77IBuHaR%2FyyC9A%3D%3D&trackingId=3mcV5ZNgMzlczjKTEb9npw%3D%3D,Associate,Mining,2026-06-22,2026-06-22,archive,retirée de la source
★★★★★,5,Senior Manager Government Affairs - Central Africa,Visa,"Conseil, Expertise & Stratégie",Tech & Digital,Senior,"Le Plateau, Abidjan, Côte d'Ivoire",Full-time,2026-06-13,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-manager-government-affairs-central-africa-at-visa-4418106103?position=7&pageNum=35&refId=BKwYJrR2o1JytbXQBAYufg%3D%3D&trackingId=6bxdXArRGaV4SMpktumU7g%3D%3D,Mid-Senior level,IT Services and IT Consulting,2026-06-19,2026-06-22,archive,retirée de la source
★★★★☆,4,Senior Institutional Reform / Public Governance Expert,NTU International A/S,"Conseil, Expertise & Stratégie",Autres / Généraliste,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-institutional-reform-public-governance-expert-at-ntu-international-a-s-4426769412?position=10&pageNum=32&refId=fRfdywfqQGdnlqJfTCYZ0A%3D%3D&trackingId=dLEhB9%2FZwhBx3TI9g3W%2BOA%3D%3D,Mid-Senior level,International Affairs,2026-06-22,2026-06-22,archive,retirée de la source
★★★★☆,4,Senior Gender and Inclusive Transport Expert,NTU International A/S,"Conseil, Expertise & Stratégie",Logistique & Achats,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-gender-and-inclusive-transport-expert-at-ntu-international-a-s-4430411572?position=8&pageNum=45&refId=gdzYfmUbY3XwzoEKpvXQPQ%3D%3D&trackingId=u8B8Edwk4yXrfz22M3GiiQ%3D%3D,Mid-Senior level,International Affairs,2026-06-22,2026-06-22,archive,retirée de la source
★★★★☆,4,Senior Corridor Management Authority Expert,NTU International A/S,"Conseil, Expertise & Stratégie",Autres / Généraliste,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-corridor-management-authority-expert-at-ntu-international-a-s-4426799835?position=9&pageNum=45&refId=gdzYfmUbY3XwzoEKpvXQPQ%3D%3D&trackingId=KtK9M6QGWs4Nf%2FjTjt%2B0cQ%3D%3D,Mid-Senior level,International Affairs,2026-06-22,2026-06-22,archive,retirée de la source
★★★★☆,4,Senior Climate-Resilient Infrastructure Expert,NTU International A/S,"DevOps, Infra & Réseau",Autres / Généraliste,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-climate-resilient-infrastructure-expert-at-ntu-international-a-s-4428856613?position=6&pageNum=37&refId=xzl88NPlCHU5AacW1GIUEQ%3D%3D&trackingId=E%2FIL%2B3behpZ3dGplQ0U4cw%3D%3D,Mid-Senior level,International Affairs,2026-06-19,2026-06-22,archive,retirée de la source
★★★★☆,4,Senior Border Management / Joint Border Post Expert,NTU International A/S,"Conseil, Expertise & Stratégie",Autres / Généraliste,Senior,"Yamoussoukro, Côte d'Ivoire",Contract,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-border-management-joint-border-post-expert-at-ntu-international-a-s-4427175853?position=10&pageNum=42&refId=sPLUwGGN77IBuHaR%2FyyC9A%3D%3D&trackingId=%2FlzakTmaYQiMkSdxjL5Pnw%3D%3D,Mid-Senior level,International Affairs,2026-06-22,2026-06-22,archive,retirée de la source
★★★★★,5,Senior Accountant,ARISE IIP,Comptabilité,Finance & Banque,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-03,,,LinkedIn,https://ci.linkedin.com/jobs/view/senior-accountant-at-arise-iip-4422348008?position=3&pageNum=20&refId=BfSLMdZBSgXJR3qkdRNYlw%3D%3D&trackingId=m%2FT%2FkVpNrqxPKC3F8c13jw%3D%3D,Mid-Senior level,Civil Engineering and Construction,2026-06-19,2026-06-22,archive,retirée de la source
★★★☆☆,3,Sales Representative,Wave Mobile Money,Commercial & Vente,Commerce & Vente,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-05,,,LinkedIn,https://ci.linkedin.com/jobs/view/sales-representative-at-wave-mobile-money-4394664515?position=3&pageNum=10&refId=wxxGWbQP6rfXj7jTqL0NoQ%3D%3D&trackingId=K9opMMa2ZjjLvBBSswk0uw%3D%3D,Not Applicable,Financial Services,2026-06-22,2026-06-22,archive,retirée de la source
★★★☆☆,3,Sales Group Lead,Wave Mobile Money,Commercial & Vente,Commerce & Vente,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-05,,,LinkedIn,https://ci.linkedin.com/jobs/view/sales-group-lead-at-wave-mobile-money-4394666394?position=8&pageNum=17&refId=qvl7sClP03MX2T9pdwud%2Bw%3D%3D&trackingId=qBMWSLaUUsQD9Ovbvg3ZhA%3D%3D,Not Applicable,Financial Services,2026-06-22,2026-06-22,archive,retirée de la source
★★☆☆☆,2,STAGIAIRE VISITEUR MEDICAL,,Santé & Médical,Santé & Pharma,Stage,Côte d'Ivoire,,19/06/2026,29/06/2026,,Educarriere,https://emploi.educarriere.ci/offre-151391-stagiaire-visiteur-medical.html,,,2026-06-19,2026-06-22,archive,date limite dépassée (29/06/2026)
★★★☆☆,3,STAGIAIRE EN CREATION DE CONTENU DIGITAL...,,Communication & Contenu,Tech & Digital,Stage,Côte d'Ivoire,,19/06/2026,30/06/2026,,Educarriere,https://emploi.educarriere.ci/offre-151400-stagiaire-en-creation-de-contenu-digitale.html,,,2026-06-19,2026-06-22,archive,date limite dépassée (30/06/2026)
★★★☆☆,3,Rpm & Demand Planning Coordinator,The HEINEKEN Company,Autres métiers,Autres / Généraliste,Confirmé,"Anyama, Abidjan, Côte d'Ivoire",Full-time,2026-06-09,,,LinkedIn,https://ci.linkedin.com/jobs/view/rpm-demand-planning-coordinator-at-the-heineken-company-4425819452?position=5&pageNum=10&refId=wxxGWbQP6rfXj7jTqL0NoQ%3D%3D&trackingId=3wAsiTKEwELCRrUbT0qhQg%3D%3D,Not Applicable,Food and Beverage Services,2026-06-22,2026-06-22,archive,retirée de la source
★★★★☆,4,"Responsable d'Agence - Bondoukou, Côte d'Ivoire",Lapaire,Commercial & Vente,Autres / Généraliste,Senior,"Bondoukou, Zanzan, Côte d'Ivoire",Full-time,2026-06-04,,,LinkedIn,https://ci.linkedin.com/jobs/view/responsable-d-agence-bondoukou-c%C3%B4te-d-ivoire-at-lapaire-4423501132?position=15&pageNum=0&refId=4bWayCK%2FfXiCiHABhb23Aw%3D%3D&trackingId=1LldtnDTONgpCIJFFMPrWg%3D%3D,Mid-Senior level,Internet Publishing,2026-06-19,2026-06-22,archive,retirée de la source
★★★★★,5,Responsable Tresorerie,,Finance & Contrôle de gestion,Finance & Banque,Senior,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/industrie-production-mat-1eres/3960-responsable-tresorerie.html,,Industrie/production/Mat 1eres,2026-06-19,2026-06-22,archive,retirée de la source
★★★★☆,4,Responsable Moyens Généraux Groupe (H/F),YESHI GROUP,Opérations & Supervision,Autres / Généraliste,Senior,Côte d'ivoire,,09 Avril,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136663-responsable-moyens-generaux-groupe-h-f,Manager / Responsable département ( 6 à 10 ans ),,2026-06-19,2026-06-22,archive,retirée de la source
★★★★☆,4,Responsable Administratif,,Administration & Assistanat,Administration,Senior,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/services/4028-responsable-administratif.html,,Services,2026-06-19,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Représentant(e) du Service à la Clientèle Bilingue (Français/Anglais) — Télétravail,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-19,,,LinkedIn,https://ci.linkedin.com/jobs/view/repr%C3%A9sentant-e-du-service-%C3%A0-la-client%C3%A8le-bilingue-fran%C3%A7ais-anglais-%E2%80%94-t%C3%A9l%C3%A9travail-at-talentpop-app-4427885494?position=10&pageNum=15&refId=tyLl4Zr2OUeG3d01QOstWQ%3D%3D&trackingId=sfkuiXjLbQjVe7b2fbgNRw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Représentant(e) du Service à la Clientèle Bilingue (Français/Anglais) — Télétravail,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Bouaké, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-19,,,LinkedIn,https://ci.linkedin.com/jobs/view/repr%C3%A9sentant-e-du-service-%C3%A0-la-client%C3%A8le-bilingue-fran%C3%A7ais-anglais-%E2%80%94-t%C3%A9l%C3%A9travail-at-talentpop-app-4427873724?position=8&pageNum=25&refId=fG%2BoHAdYwVV9P%2FZJpiY%2FGw%3D%3D&trackingId=zWb9xXF9RzXwl0SPVxTGRA%3D%3D,Entry level,IT Services and IT Consulting,2026-06-22,2026-06-22,archive,retirée de la source
★★★☆☆,3,Représentant technique des moteurs d'aéronautique / Aeroengine Technical Representative,Rolls-Royce,Autres métiers,Autres / Généraliste,Confirmé,Côte d'Ivoire,Full-time,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/repr%C3%A9sentant-technique-des-moteurs-d-a%C3%A9ronautique-aeroengine-technical-representative-at-rolls-royce-4430731702?position=10&pageNum=40&refId=FBHw9wwjzAxSyMNRbGb7eQ%3D%3D&trackingId=Il8AJqTc%2B0ZBk%2FqRWBIGPQ%3D%3D,Not Applicable,Industrial Machinery Manufacturing,2026-06-22,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Remote French Bilingual Customer Support Representative,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Bouaké, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/remote-french-bilingual-customer-support-representative-at-talentpop-app-4426493072?position=3&pageNum=30&refId=lrqkijqVrAcpnsp96vqr8w%3D%3D&trackingId=hzuOx8AImNkZfJGsVtIEew%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Remote French Bilingual Customer Support Representative,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Bouaké, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-19,,,LinkedIn,https://ci.linkedin.com/jobs/view/remote-french-bilingual-customer-support-representative-at-talentpop-app-4428227242?position=4&pageNum=30&refId=lrqkijqVrAcpnsp96vqr8w%3D%3D&trackingId=W8MZ7H2zcJXin7y0sVUA6Q%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Remote French Bilingual Customer Support Representative,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/remote-french-bilingual-customer-support-representative-at-talentpop-app-4426481116?position=4&pageNum=20&refId=BfSLMdZBSgXJR3qkdRNYlw%3D%3D&trackingId=mSIyyHUVYsNv8UduCspXrA%3D%3D,Entry level,IT Services and IT Consulting,2026-06-22,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Remote French Bilingual Customer Support Representative,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-19,,,LinkedIn,https://ci.linkedin.com/jobs/view/remote-french-bilingual-customer-support-representative-at-talentpop-app-4428231207?position=5&pageNum=25&refId=fG%2BoHAdYwVV9P%2FZJpiY%2FGw%3D%3D&trackingId=BdOltvx56H44hzKPXhN1Ow%3D%3D,Entry level,IT Services and IT Consulting,2026-06-22,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Remote French Bilingual Customer Support Representative,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/remote-french-bilingual-customer-support-representative-at-talentpop-app-4426486101?position=1&pageNum=30&refId=lrqkijqVrAcpnsp96vqr8w%3D%3D&trackingId=DyJUySqv4wt8%2FpIyQNAxSQ%3D%3D,Entry level,IT Services and IT Consulting,2026-06-22,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Rejoignez l'élite du support client bilingue (Français/Anglais) – 100 % Télétravail !,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-02,,,LinkedIn,https://ci.linkedin.com/jobs/view/rejoignez-l-%C3%A9lite-du-support-client-bilingue-fran%C3%A7ais-anglais-%E2%80%93-100-%25-t%C3%A9l%C3%A9travail-%21-at-talentpop-app-4419238494?position=2&pageNum=20&refId=BfSLMdZBSgXJR3qkdRNYlw%3D%3D&trackingId=hIHySn95juCHutqcotwpQw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Rejoignez l'élite du support client bilingue (Français/Anglais) – 100 % Télétravail !,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,Côte d'Ivoire,Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/rejoignez-l-%C3%A9lite-du-support-client-bilingue-fran%C3%A7ais-anglais-%E2%80%93-100-%25-t%C3%A9l%C3%A9travail-%21-at-talentpop-app-4426888641?position=1&pageNum=20&refId=BfSLMdZBSgXJR3qkdRNYlw%3D%3D&trackingId=sF6btLf%2BrOyx%2BH90XXNC1Q%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-22,archive,retirée de la source
★★★★☆,4,Regional Sales Manager,Palo Alto Networks,Commercial & Vente,Commerce & Vente,Senior,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Contract,2026-06-02,,,LinkedIn,https://ci.linkedin.com/jobs/view/regional-sales-manager-at-palo-alto-networks-4410159789?position=8&pageNum=35&refId=BKwYJrR2o1JytbXQBAYufg%3D%3D&trackingId=69sG9kBG5JwYE%2Bzvbgqrng%3D%3D,Associate,Computer and Network Security,2026-06-19,2026-06-22,archive,retirée de la source
★★★★★,5,RESPONSABLE DE LA QUALITÉ DES SOINS DES CENTRES DE SANTÉ,Muso,"Qualité, Hygiène & Sécurité",Ingénierie & Industrie,Senior,Côte d'Ivoire,Full-time,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/responsable-de-la-qualit%C3%A9-des-soins-des-centres-de-sant%C3%A9-at-muso-4422786355?position=7&pageNum=0&refId=4bWayCK%2FfXiCiHABhb23Aw%3D%3D&trackingId=%2BGpslL6RMiJoi4pVM0EaQw%3D%3D,Not Applicable,Non-profit Organizations,2026-06-19,2026-06-22,archive,retirée de la source
★★★★★,5,RESPONSABLE CONSOLIDATION GROUPE H/F - Afrique - Industrie,L'Usine Nouvelle,Autres métiers,Ingénierie & Industrie,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-01,,,LinkedIn,https://ci.linkedin.com/jobs/view/responsable-consolidation-groupe-h-f-afrique-industrie-at-l-usine-nouvelle-4418736320?position=6&pageNum=7&refId=UpCpZEVbQ8BPsnYxtwg8Hg%3D%3D&trackingId=%2FhEU4mMGvpHwXlsBbICPYg%3D%3D,Not Applicable,Newspaper Publishing,2026-06-22,2026-06-22,archive,retirée de la source
★★★☆☆,3,PÉPINIÉRISTE,,Autres métiers,Autres / Généraliste,Confirmé,Côte d'Ivoire,,21/06/2026,26/06/2026,,Educarriere,https://emploi.educarriere.ci/offre-151410-pepinieriste.html,,,2026-06-22,2026-06-22,archive,date limite dépassée (26/06/2026)
★★★☆☆,3,Promoteur,Kinoorse Cosmetic,Autres métiers,Marketing & Communication,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/promoteur-4430431854?position=7&pageNum=37&refId=xzl88NPlCHU5AacW1GIUEQ%3D%3D&trackingId=kUKnw8MoZfHne3HadGTcZQ%3D%3D&trk=public_jobs_jserp-result_search-card,Entry level,Marketing and Sales,2026-06-22,2026-06-22,archive,retirée de la source
★★★★★,5,"Project managers - ""Value Chains and Biodiversity"" based in Lyon or West Africa (Ivory coast·Burkina Faso·Benin) and Mozambique",ReliefWeb,Gestion de projet,ONG & Projets,Senior,Côte d'Ivoire,Full-time,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/project-managers-value-chains-and-biodiversity-based-in-lyon-or-west-africa-ivory-coast%C2%B7burkina-faso%C2%B7benin-and-mozambique-at-reliefweb-4427055171?position=56&pageNum=0&refId=4bWayCK%2FfXiCiHABhb23Aw%3D%3D&trackingId=rNFrR2Q2c3m%2FVXmU8WMMKg%3D%3D,Not Applicable,International Affairs,2026-06-22,2026-06-22,archive,retirée de la source
★★★☆☆,3,Programme pilote SAVE ATLAS –Secure data exchange platform,WAGSystems-CI,Autres métiers,Tech & Digital,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Other,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/programme-pilote-save-atlas-%E2%80%93secure-data-exchange-platform-at-wagsystems-ci-4427072252?position=10&pageNum=37&refId=xzl88NPlCHU5AacW1GIUEQ%3D%3D&trackingId=9qnZnaNlsGAC%2BUFqsXgnBw%3D%3D,Entry level,Software Development,2026-06-22,2026-06-22,archive,retirée de la source
